queue_no,registry_key,title,document_type,language,authority_level,domain_scope,source_type,summary,content_text,category,source_url,author,year,review_bucket,planned_import_stage,tags
71,e9e4dd113fe5,الوقف الإسلامي بين النظرية والتطبيق - حسن عبد الله الأمين - حسن عبد الله الأمين,fiqh_reference,ar,unverified,fiqh,seeded,,"العنوان: الوقف الإسلامي بين النظرية والتطبيق - حسن عبد الله الأمين - حسن عبد الله الأمين
المصدر: حسن عبد الله الأمين",jurisprudence,حسن عبد الله الأمين,,,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,jurisprudence;fiqh;P4_TRIAGE_REQUIRED;old_db_recovered;kb05
72,f30c44ca0ce6,"Consequences of the Ottoman land law: Agrarian and privatization processes in Palestine, 1858–1918",legal_reference,ar,unverified,waqf_law,seeded,"دراسة تحلل تأثيرات قانون الأراضي العثماني على العمليات الزراعية وعمليات الخصخصة في فلسطين خلال الفترة من 1858 إلى 1918. نشرت في Springer وحصلت على 33 استشهاداً أكاديمياً.

المؤلف: R Kark
السنة: 2017
النوع: بحث أكاديمي","العنوان: Consequences of the Ottoman land law: Agrarian and privatization processes in Palestine, 1858–1918
المصدر: R Kark
ملخص/مقتطف مسترد: دراسة تحلل تأثيرات قانون الأراضي العثماني على العمليات الزراعية وعمليات الخصخصة في فلسطين خلال الفترة من 1858 إلى 1918. نشرت في Springer وحصلت على 33 استشهاداً أكاديمياً.

المؤلف: R Kark
السنة: 2017
النوع: بحث أكاديمي",law,R Kark,,,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,law;waqf_law;P4_TRIAGE_REQUIRED;old_db_recovered;kb05
73,bb48796c9c13,اختبار التصنيف,legal_reference,ar,unverified,waqf_law,seeded,,العنوان: اختبار التصنيف,law,,,,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,law;waqf_law;P4_TRIAGE_REQUIRED;old_db_recovered;kb05
74,f2f43afc6f8d,ناظر الوقف,legal_reference,ar,unverified,waqf_law,seeded,,العنوان: ناظر الوقف,law,,,,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,law;waqf_law;P4_TRIAGE_REQUIRED;old_db_recovered;kb05
75,b10d43010b51,وقف (إسلام),legal_reference,ar,unverified,waqf_law,seeded,,العنوان: وقف (إسلام),law,,,,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,law;waqf_law;P4_TRIAGE_REQUIRED;old_db_recovered;kb05
76,1e578da5eb77,Mamluk and Ottoman Endowment Deeds as a Source for Geographical-Historical Research: The Waqfiyya of Haseki Sultan (1552 CE),recovered_reference,ar,unverified,public_info,seeded,,"العنوان: Mamluk and Ottoman Endowment Deeds as a Source for Geographical-Historical Research: The Waqfiyya of Haseki Sultan (1552 CE)
المصدر: eScholarship, University of California",reference,"eScholarship, University of California",,,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,reference;public_info;P4_TRIAGE_REQUIRED;old_db_recovered;kb05
77,9dfd0b9861a9,اختبار المستخدم,recovered_reference,ar,unverified,public_info,seeded,,العنوان: اختبار المستخدم,reference,,,,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,reference;public_info;P4_TRIAGE_REQUIRED;old_db_recovered;kb05
78,5df0ee400944,الأرشيف العثماني بأيدٍ فلسطينية.. وثائق تثبت ملكية الأراضي,recovered_reference,ar,unverified,public_info,external_fetch,تقرير يتناول تسليم تركيا للأرشيف العثماني للسلطة الفلسطينية، والذي يشمل سجلات الطابو خلال الفترة ما قبل الانتداب البريطاني. يعتبر الأرشيف طوق نجاة لإثبات ملكيات الأراضي والعقارات.,"العنوان: الأرشيف العثماني بأيدٍ فلسطينية.. وثائق تثبت ملكية الأراضي
المؤلف/الجهة: الجزيرة نت
السنة: 2020
المصدر: https://www.aljazeera.net/culture/2020/2/9/
ملخص/مقتطف مسترد: تقرير يتناول تسليم تركيا للأرشيف العثماني للسلطة الفلسطينية، والذي يشمل سجلات الطابو خلال الفترة ما قبل الانتداب البريطاني. يعتبر الأرشيف طوق نجاة لإثبات ملكيات الأراضي والعقارات.",reference,https://www.aljazeera.net/culture/2020/2/9/,الجزيرة نت,2020,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,reference;public_info;P4_TRIAGE_REQUIRED;old_db_recovered;kb05
79,79f924fb11fd,وثائق الملكية الفلسطينية في الأرشيف العثماني,recovered_reference,ar,unverified,public_info,external_fetch,مقال يوضح أهمية سجلات الطابو العثماني الخاصة بالأراضي، والتي تحظى بالأولوية القانونية لإثبات حقوق ملكية الأراضي في فلسطين لدى المحاكم المحلية، ومحاكم الاحتلال، والمحاكم الدولية.,"العنوان: وثائق الملكية الفلسطينية في الأرشيف العثماني
المؤلف/الجهة: موقع الوثيقة
المصدر: https://www.al-wathiqa.com/ArticleView/20
ملخص/مقتطف مسترد: مقال يوضح أهمية سجلات الطابو العثماني الخاصة بالأراضي، والتي تحظى بالأولوية القانونية لإثبات حقوق ملكية الأراضي في فلسطين لدى المحاكم المحلية، ومحاكم الاحتلال، والمحاكم الدولية.",reference,https://www.al-wathiqa.com/ArticleView/20,موقع الوثيقة,,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,reference;public_info;P4_TRIAGE_REQUIRED;old_db_recovered;kb05
80,9c7d83645ae7,الوقف ودوره في تنمية المجتمع - عبد العزيز الخياط,administrative_reference,ar,unverified,administrative,manual,"كتاب 'الوقف ودوره في تنمية المجتمع' للدكتور عبد العزيز الخياط من الدراسات المهمة التي تتناول دور الوقف في التنمية المستدامة. نُشر الكتاب عام 2006م.

يتناول الكتاب الوقف كأداة للتنمية الشاملة (الاقتصادية والاجتماعية والثقافية)، ويعرض نماذج تطبيقية من الأوقاف الناجحة في البلدان الإسلامية.

من أهم موضوعات الكتاب:
1. دور الوقف في التنمية الاقتصادية: توفير رأس المال، خلق فرص العمل، تمويل المشاريع الصغيرة والمتوسطة، والاستثمار في البنية التحتية.
2. دور الوقف في التنمية الاجتماعية: محاربة الفقر، توفير السكن للمحتاجين، رعاية الأيتام والأرامل، ورعاية ذوي الاحتياجات الخاصة.
3. دور الوقف في التنمية التعل","العنوان: الوقف ودوره في تنمية المجتمع - عبد العزيز الخياط
المؤلف/الجهة: عبد العزيز الخياط
السنة: 2006
ملخص/مقتطف مسترد: كتاب 'الوقف ودوره في تنمية المجتمع' للدكتور عبد العزيز الخياط من الدراسات المهمة التي تتناول دور الوقف في التنمية المستدامة. نُشر الكتاب عام 2006م.

يتناول الكتاب الوقف كأداة للتنمية الشاملة (الاقتصادية والاجتماعية والثقافية)، ويعرض نماذج تطبيقية من الأوقاف الناجحة في البلدان الإسلامية.

من أهم موضوعات الكتاب:
1. دور الوقف في التنمية الاقتصادية: توفير رأس المال، خلق فرص العمل، تمويل المشاريع الصغيرة والمتوسطة، والاستثمار في البنية التحتية.
2. دور الوقف في التنمية الاجتماعية: محاربة الفقر، توفير السكن للمحتاجين، رعاية الأيتام والأرامل، ورعاية ذوي الاحتياجات الخاصة.
3. دور الوقف في التنمية التعل",administrative,,عبد العزيز الخياط,2006,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,administrative;administrative;P4_TRIAGE_REQUIRED;old_db_recovered;kb05
81,3c52ec1899de,صيغ تمويلية مستحدثة للأوقاف - عبد الله بن منصور الغفيلي,administrative_reference,ar,unverified,administrative,manual,"كتاب 'صيغ تمويلية مستحدثة للأوقاف' للدكتور عبد الله بن منصور الغفيلي من الدراسات المتخصصة في التمويل الوقفي المعاصر. نُشر الكتاب عام 2010م.

يتناول الكتاب الصيغ التمويلية الحديثة التي يمكن استخدامها في الأوقاف، مع بيان ضوابطها الشرعية وتطبيقاتها العملية. يهدف الكتاب إلى تطوير الأوقاف الإسلامية من خلال استخدام أدوات مالية حديثة متوافقة مع الشريعة.

من أهم الصيغ التمويلية التي يعرضها الكتاب:

1. الوقف النقدي: وقف الأموال السائلة (نقود، أسهم، سندات إسلامية) واستثمارها في مشاريع مربحة. يعرض الكتاب الخلاف الفقهي حول جواز الوقف النقدي، ويرجح الجواز بضوابط.

2. الصكوك الوقفية: إصدار صكوك (أدوات مالية","العنوان: صيغ تمويلية مستحدثة للأوقاف - عبد الله بن منصور الغفيلي
المؤلف/الجهة: عبد الله بن منصور الغفيلي
السنة: 2010
ملخص/مقتطف مسترد: كتاب 'صيغ تمويلية مستحدثة للأوقاف' للدكتور عبد الله بن منصور الغفيلي من الدراسات المتخصصة في التمويل الوقفي المعاصر. نُشر الكتاب عام 2010م.

يتناول الكتاب الصيغ التمويلية الحديثة التي يمكن استخدامها في الأوقاف، مع بيان ضوابطها الشرعية وتطبيقاتها العملية. يهدف الكتاب إلى تطوير الأوقاف الإسلامية من خلال استخدام أدوات مالية حديثة متوافقة مع الشريعة.

من أهم الصيغ التمويلية التي يعرضها الكتاب:

1. الوقف النقدي: وقف الأموال السائلة (نقود، أسهم، سندات إسلامية) واستثمارها في مشاريع مربحة. يعرض الكتاب الخلاف الفقهي حول جواز الوقف النقدي، ويرجح الجواز بضوابط.

2. الصكوك الوقفية: إصدار صكوك (أدوات مالية",administrative,,عبد الله بن منصور الغفيلي,2010,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,administrative;administrative;P4_TRIAGE_REQUIRED;old_db_recovered;kb05
82,c70f554c67d0,أرشيفات القدس الإسلامية - مصادر لمسألة الوقف,recovered_reference,ar,unverified,historical,external_fetch,"أرشيفات القدس الإسلامية تحتوي على مصادر أولية حيوية لدراسة الأوقاف في القدس العثمانية.

أهم المصادر:
1. سجلات المحاكم الشرعية: تحتوي على آلاف الحجج الوقفية
2. الوثائق العثمانية: سجلات الطابو والدفاتر العثمانية
3. وثائق المجلس الإسلامي الأعلى: من عهد الانتداب البريطاني
4. أرشيف وزارة الأوقاف: الوثائق المعاصرة

الأهمية:
- التوثيق التاريخي: إثبات ملكية الأوقاف
- الدراسات الأكاديمية: مصدر للباحثين
- الحماية القانونية: إثبات الحقوق الوقفية

هذه الأرشيفات تشكل مرجعاً أساسياً لأي دراسة تتعلق بالأوقاف في القدس وفلسطين.","العنوان: أرشيفات القدس الإسلامية - مصادر لمسألة الوقف
المصدر: https://www.palestine-studies.org/sites/default/files/hq-articles/9893.pdf
ملخص/مقتطف مسترد: أرشيفات القدس الإسلامية تحتوي على مصادر أولية حيوية لدراسة الأوقاف في القدس العثمانية.

أهم المصادر:
1. سجلات المحاكم الشرعية: تحتوي على آلاف الحجج الوقفية
2. الوثائق العثمانية: سجلات الطابو والدفاتر العثمانية
3. وثائق المجلس الإسلامي الأعلى: من عهد الانتداب البريطاني
4. أرشيف وزارة الأوقاف: الوثائق المعاصرة

الأهمية:
- التوثيق التاريخي: إثبات ملكية الأوقاف
- الدراسات الأكاديمية: مصدر للباحثين
- الحماية القانونية: إثبات الحقوق الوقفية

هذه الأرشيفات تشكل مرجعاً أساسياً لأي دراسة تتعلق بالأوقاف في القدس وفلسطين.",historical,https://www.palestine-studies.org/sites/default/files/hq-articles/9893.pdf,,,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,historical;historical;P4_TRIAGE_REQUIRED;old_db_recovered;kb05
83,f4398474cf63,أقدم وقف موثق في العالم (القرن 9 الميلادي),recovered_reference,ar,unverified,historical,external_fetch,"اكتشاف أثري لنقش على حجر جيري يتضمن وقف قريتين زراعيتين في فلسطين في القرن التاسع الميلادي، مع حيوانات عالية الجودة.

تفاصيل الاكتشاف:
- المادة: نقش على حجر جيري ناعم
- المحتوى: وقف قريتين زراعيتين
- الفترة: القرن التاسع الميلادي
- المكان: فلسطين

الأهمية:
- أقدم وقف موثق: من أقدم الأوقاف المكتشفة في العالم
- التوثيق: نقش على حجر جيري
- المحتوى: تفاصيل دقيقة عن الوقف

هذا الاكتشاف يؤكد أن نظام الوقف كان راسخاً في فلسطين منذ القرون الأولى للإسلام.","العنوان: أقدم وقف موثق في العالم (القرن 9 الميلادي)
المصدر: https://www.haaretz.com/archaeology/2021-12-06/
ملخص/مقتطف مسترد: اكتشاف أثري لنقش على حجر جيري يتضمن وقف قريتين زراعيتين في فلسطين في القرن التاسع الميلادي، مع حيوانات عالية الجودة.

تفاصيل الاكتشاف:
- المادة: نقش على حجر جيري ناعم
- المحتوى: وقف قريتين زراعيتين
- الفترة: القرن التاسع الميلادي
- المكان: فلسطين

الأهمية:
- أقدم وقف موثق: من أقدم الأوقاف المكتشفة في العالم
- التوثيق: نقش على حجر جيري
- المحتوى: تفاصيل دقيقة عن الوقف

هذا الاكتشاف يؤكد أن نظام الوقف كان راسخاً في فلسطين منذ القرون الأولى للإسلام.",historical,https://www.haaretz.com/archaeology/2021-12-06/,,,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,historical;historical;P4_TRIAGE_REQUIRED;old_db_recovered;kb05
84,cb2be7104d9c,أوقاف القدس - الأوقاف الصلاحية,recovered_reference,ar,unverified,historical,manual,أوقف صلاح الدين الأيوبي العديد من الأراضي والعقارات في القدس لخدمة المسجد الأقصى والفقراء والمساكين.,"العنوان: أوقاف القدس - الأوقاف الصلاحية
المصدر: تاريخ أوقاف القدس
ملخص/مقتطف مسترد: أوقف صلاح الدين الأيوبي العديد من الأراضي والعقارات في القدس لخدمة المسجد الأقصى والفقراء والمساكين.",historical,تاريخ أوقاف القدس,,,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,historical;historical;P4_TRIAGE_REQUIRED;old_db_recovered;kb05
85,96226d6f8289,أوقاف القدس - الزوايا والتكايا,recovered_reference,ar,unverified,historical,manual,انتشرت الزوايا والتكايا الموقوفة في القدس لخدمة الفقراء والمسافرين وطلاب العلم، وكانت تمول من ريع الأوقاف.,"العنوان: أوقاف القدس - الزوايا والتكايا
المصدر: تاريخ أوقاف القدس
ملخص/مقتطف مسترد: انتشرت الزوايا والتكايا الموقوفة في القدس لخدمة الفقراء والمسافرين وطلاب العلم، وكانت تمول من ريع الأوقاف.",historical,تاريخ أوقاف القدس,,,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,historical;historical;P4_TRIAGE_REQUIRED;old_db_recovered;kb05
86,072a626febeb,أوقاف القدس - المدارس الوقفية,recovered_reference,ar,unverified,historical,manual,أنشئت العديد من المدارس الوقفية في القدس لتعليم القرآن والعلوم الشرعية، وكانت تمول من ريع الأوقاف.,"العنوان: أوقاف القدس - المدارس الوقفية
المصدر: تاريخ التعليم في القدس
ملخص/مقتطف مسترد: أنشئت العديد من المدارس الوقفية في القدس لتعليم القرآن والعلوم الشرعية، وكانت تمول من ريع الأوقاف.",historical,تاريخ التعليم في القدس,,,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,historical;historical;P4_TRIAGE_REQUIRED;old_db_recovered;kb05
87,6e68f93323d2,أوقاف القدس التاريخية - المسجد الأقصى,recovered_reference,ar,unverified,historical,manual,المسجد الأقصى المبارك وقف إسلامي خالص منذ الفتح الإسلامي، ولا يجوز التصرف فيه أو في أي جزء منه.,"العنوان: أوقاف القدس التاريخية - المسجد الأقصى
المصدر: دراسات تاريخية عن أوقاف القدس
ملخص/مقتطف مسترد: المسجد الأقصى المبارك وقف إسلامي خالص منذ الفتح الإسلامي، ولا يجوز التصرف فيه أو في أي جزء منه.",historical,دراسات تاريخية عن أوقاف القدس,,,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,historical;historical;P4_TRIAGE_REQUIRED;old_db_recovered;kb05
88,fe31675b9f76,الأوقاف الإسلامية في القدس الشريف - كامل جميل العسلي,recovered_reference,ar,unverified,historical,manual,"كتاب 'الأوقاف الإسلامية في القدس الشريف' للمؤرخ الدكتور كامل جميل العسلي (1919-2015م) من أهم الدراسات التاريخية عن الأوقاف الإسلامية في القدس. نُشر الكتاب عام 1981م.

يتناول الكتاب تاريخ الأوقاف الإسلامية في القدس منذ الفتح الإسلامي حتى العصر الحديث، مع التركيز على العصر المملوكي والعثماني. يعرض الكتاب أنواع الأوقاف في القدس: أوقاف المساجد، أوقاف المدارس، أوقاف الزوايا والخوانق، أوقاف التكايا، أوقاف الأسبلة، وأوقاف البيمارستانات (المستشفيات).

يوثق الكتاب مئات الأوقاف في القدس بالاعتماد على وثائق المحاكم الشرعية وسجلات الأوقاف العثمانية. يعرض لكل وقف: اسم الواقف، تاريخ الوقف، الموقوف (عقارات،","العنوان: الأوقاف الإسلامية في القدس الشريف - كامل جميل العسلي
المؤلف/الجهة: كامل جميل العسلي
السنة: 1981
ملخص/مقتطف مسترد: كتاب 'الأوقاف الإسلامية في القدس الشريف' للمؤرخ الدكتور كامل جميل العسلي (1919-2015م) من أهم الدراسات التاريخية عن الأوقاف الإسلامية في القدس. نُشر الكتاب عام 1981م.

يتناول الكتاب تاريخ الأوقاف الإسلامية في القدس منذ الفتح الإسلامي حتى العصر الحديث، مع التركيز على العصر المملوكي والعثماني. يعرض الكتاب أنواع الأوقاف في القدس: أوقاف المساجد، أوقاف المدارس، أوقاف الزوايا والخوانق، أوقاف التكايا، أوقاف الأسبلة، وأوقاف البيمارستانات (المستشفيات).

يوثق الكتاب مئات الأوقاف في القدس بالاعتماد على وثائق المحاكم الشرعية وسجلات الأوقاف العثمانية. يعرض لكل وقف: اسم الواقف، تاريخ الوقف، الموقوف (عقارات،",historical,,كامل جميل العسلي,1981,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,historical;historical;P4_TRIAGE_REQUIRED;old_db_recovered;kb05
89,a1c53accb3fa,الأوقاف بعد 1967 - الاحتلال الإسرائيلي,recovered_reference,ar,unverified,historical,manual,استولت إسرائيل على العديد من الأوقاف في القدس والضفة الغربية بعد 1967، وفرضت قيوداً على إدارتها.,"العنوان: الأوقاف بعد 1967 - الاحتلال الإسرائيلي
المصدر: الأوقاف تحت الاحتلال
ملخص/مقتطف مسترد: استولت إسرائيل على العديد من الأوقاف في القدس والضفة الغربية بعد 1967، وفرضت قيوداً على إدارتها.",historical,الأوقاف تحت الاحتلال,,,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,historical;historical;P4_TRIAGE_REQUIRED;old_db_recovered;kb05
90,9b87ec4887cb,الأوقاف في الضفة الغربية - الإدارة الأردنية,recovered_reference,ar,unverified,historical,manual,أدارت الأردن الأوقاف في الضفة الغربية من 1948 إلى 1967 وفق قانون الأوقاف الأردني رقم 23 لسنة 1964.,"العنوان: الأوقاف في الضفة الغربية - الإدارة الأردنية
المصدر: تاريخ الأوقاف في الضفة الغربية
ملخص/مقتطف مسترد: أدارت الأردن الأوقاف في الضفة الغربية من 1948 إلى 1967 وفق قانون الأوقاف الأردني رقم 23 لسنة 1964.",historical,تاريخ الأوقاف في الضفة الغربية,,,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,historical;historical;P4_TRIAGE_REQUIRED;old_db_recovered;kb05
91,af82dd7bf29f,الحاج أمين الحسيني - رئيس المجلس الإسلامي,recovered_reference,ar,unverified,historical,manual,ترأس الحاج أمين الحسيني المجلس الإسلامي الأعلى وعمل على تطوير الأوقاف وترميم المسجد الأقصى.,"العنوان: الحاج أمين الحسيني - رئيس المجلس الإسلامي
المصدر: سيرة الحاج أمين الحسيني
ملخص/مقتطف مسترد: ترأس الحاج أمين الحسيني المجلس الإسلامي الأعلى وعمل على تطوير الأوقاف وترميم المسجد الأقصى.",historical,سيرة الحاج أمين الحسيني,,,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,historical;historical;P4_TRIAGE_REQUIRED;old_db_recovered;kb05
92,c80343d33840,المجلس الإسلامي الأعلى - الصلاحيات,recovered_reference,ar,unverified,historical,manual,كان للمجلس الإسلامي الأعلى صلاحيات واسعة في إدارة الأوقاف والمحاكم الشرعية والشؤون الدينية في فلسطين.,"العنوان: المجلس الإسلامي الأعلى - الصلاحيات
المصدر: تاريخ المجلس الإسلامي الأعلى
ملخص/مقتطف مسترد: كان للمجلس الإسلامي الأعلى صلاحيات واسعة في إدارة الأوقاف والمحاكم الشرعية والشؤون الدينية في فلسطين.",historical,تاريخ المجلس الإسلامي الأعلى,,,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,historical;historical;P4_TRIAGE_REQUIRED;old_db_recovered;kb05
93,08812e3c0931,ترميم المسجد الأقصى - الفترة البريطانية,recovered_reference,ar,unverified,historical,manual,قام المجلس الإسلامي الأعلى بترميمات واسعة للمسجد الأقصى في الثلاثينيات، ممولة من تبرعات المسلمين وريع الأوقاف.,"العنوان: ترميم المسجد الأقصى - الفترة البريطانية
المصدر: تاريخ ترميم الأقصى
ملخص/مقتطف مسترد: قام المجلس الإسلامي الأعلى بترميمات واسعة للمسجد الأقصى في الثلاثينيات، ممولة من تبرعات المسلمين وريع الأوقاف.",historical,تاريخ ترميم الأقصى,,,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,historical;historical;P4_TRIAGE_REQUIRED;old_db_recovered;kb05
94,208b69674fc9,حارة المغاربة - الهدم,recovered_reference,ar,unverified,historical,manual,هدمت إسرائيل حارة المغاربة الوقفية بالكامل عام 1967، وشردت سكانها لإنشاء ساحة البراق.,"العنوان: حارة المغاربة - الهدم
المصدر: تاريخ حارة المغاربة
ملخص/مقتطف مسترد: هدمت إسرائيل حارة المغاربة الوقفية بالكامل عام 1967، وشردت سكانها لإنشاء ساحة البراق.",historical,تاريخ حارة المغاربة,,,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,historical;historical;P4_TRIAGE_REQUIRED;old_db_recovered;kb05
95,cf77402bec02,وقف أبو مدين الغوث - القدس,recovered_reference,ar,unverified,historical,manual,وقف أبو مدين الغوث من أقدم الأوقاف في القدس، ويشمل عقارات ومساجد ومدارس، وتعرض للاستيلاء الإسرائيلي.,"العنوان: وقف أبو مدين الغوث - القدس
المصدر: أوقاف القدس التاريخية
ملخص/مقتطف مسترد: وقف أبو مدين الغوث من أقدم الأوقاف في القدس، ويشمل عقارات ومساجد ومدارس، وتعرض للاستيلاء الإسرائيلي.",historical,أوقاف القدس التاريخية,,,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,historical;historical;P4_TRIAGE_REQUIRED;old_db_recovered;kb05
96,749d7c950a17,إعلام الموقعين عن رب العالمين - ابن القيم,fiqh_reference,ar,unverified,fiqh,manual,"كتاب 'إعلام الموقعين عن رب العالمين' للإمام ابن قيم الجوزية (691-751هـ) من أهم الكتب في أصول الفقه والفتوى والقضاء. يُعد مرجعاً أساسياً لفهم منهج الاجتهاد والفتوى في الإسلام.

يتناول الكتاب قواعد الفتوى وآدابها، ومناهج الاستدلال الفقهي، وأسباب الاختلاف بين الفقهاء، وكيفية الترجيح بين الأقوال المختلفة. كما يعرض قواعد فقهية مهمة مثل: تغير الفتوى بتغير الزمان والمكان والعرف، واعتبار المآلات في الأحكام، والموازنة بين المصالح والمفاسد.

في مجال الأوقاف، يُعد الكتاب مرجعاً مهماً لفهم كيفية التعامل مع المستجدات في الأوقاف، وكيفية الاجتهاد في المسائل التي لم ينص عليها الفقهاء السابقون. كما يوضح كيفية","العنوان: إعلام الموقعين عن رب العالمين - ابن القيم
المؤلف/الجهة: شمس الدين محمد بن أبي بكر ابن قيم الجوزية
السنة: 751
ملخص/مقتطف مسترد: كتاب 'إعلام الموقعين عن رب العالمين' للإمام ابن قيم الجوزية (691-751هـ) من أهم الكتب في أصول الفقه والفتوى والقضاء. يُعد مرجعاً أساسياً لفهم منهج الاجتهاد والفتوى في الإسلام.

يتناول الكتاب قواعد الفتوى وآدابها، ومناهج الاستدلال الفقهي، وأسباب الاختلاف بين الفقهاء، وكيفية الترجيح بين الأقوال المختلفة. كما يعرض قواعد فقهية مهمة مثل: تغير الفتوى بتغير الزمان والمكان والعرف، واعتبار المآلات في الأحكام، والموازنة بين المصالح والمفاسد.

في مجال الأوقاف، يُعد الكتاب مرجعاً مهماً لفهم كيفية التعامل مع المستجدات في الأوقاف، وكيفية الاجتهاد في المسائل التي لم ينص عليها الفقهاء السابقون. كما يوضح كيفية",jurisprudence,,شمس الدين محمد بن أبي بكر ابن قيم الجوزية,751,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,jurisprudence;fiqh;P4_TRIAGE_REQUIRED;old_db_recovered;kb05
97,eda655c99ed0,الأشباه والنظائر - السيوطي,fiqh_reference,ar,unverified,fiqh,manual,"كتاب 'الأشباه والنظائر' للإمام جلال الدين السيوطي (849-911هـ) من أهم الكتب في القواعد الفقهية الكلية. يجمع الكتاب القواعد الفقهية التي تنطبق على مسائل متعددة في أبواب الفقه المختلفة.

يتناول الكتاب القواعد الفقهية الخمس الكبرى: (1) الأمور بمقاصدها، (2) اليقين لا يزول بالشك، (3) المشقة تجلب التيسير، (4) الضرر يزال، (5) العادة محكمة. كما يعرض قواعد فرعية كثيرة تتعلق بجميع أبواب الفقه.

في مجال الأوقاف، تُطبق هذه القواعد على مسائل عديدة، مثل:
- قاعدة 'الأمور بمقاصدها': تُطبق في فهم شروط الواقف وتفسيرها بما يحقق مقصده.
- قاعدة 'اليقين لا يزول بالشك': تُطبق في النزاعات حول الوقف، حيث لا يُحكم بإنها","العنوان: الأشباه والنظائر - السيوطي
المؤلف/الجهة: جلال الدين عبد الرحمن السيوطي
السنة: 911
ملخص/مقتطف مسترد: كتاب 'الأشباه والنظائر' للإمام جلال الدين السيوطي (849-911هـ) من أهم الكتب في القواعد الفقهية الكلية. يجمع الكتاب القواعد الفقهية التي تنطبق على مسائل متعددة في أبواب الفقه المختلفة.

يتناول الكتاب القواعد الفقهية الخمس الكبرى: (1) الأمور بمقاصدها، (2) اليقين لا يزول بالشك، (3) المشقة تجلب التيسير، (4) الضرر يزال، (5) العادة محكمة. كما يعرض قواعد فرعية كثيرة تتعلق بجميع أبواب الفقه.

في مجال الأوقاف، تُطبق هذه القواعد على مسائل عديدة، مثل:
- قاعدة 'الأمور بمقاصدها': تُطبق في فهم شروط الواقف وتفسيرها بما يحقق مقصده.
- قاعدة 'اليقين لا يزول بالشك': تُطبق في النزاعات حول الوقف، حيث لا يُحكم بإنها",jurisprudence,,جلال الدين عبد الرحمن السيوطي,911,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,jurisprudence;fiqh;P4_TRIAGE_REQUIRED;old_db_recovered;kb05
